"gene_id"	"AM-WT_R1"	"AM-WT_R2"	"AM-WT_R3"	"CD206neg-IM-CRE_R1"	"CD206neg-IM-CRE_R2"	"CD206neg-IM-CRE_R3"	"CD206neg-IM-WT_R1"	"CD206neg-IM-WT_R2"	"CD206neg-IM-WT_R3"	"CD206pos-IM-CRE_R1"	"CD206pos-IM-CRE_R2"	"CD206pos-IM-CRE_R3"	"CD206pos-IM-WT_R1"	"CD206pos-IM-WT_R2"	"CD206pos-IM-WT_R3"	"Ly6Cpos-Mo-WT_R1"	"Ly6Cpos-Mo-WT_R2"	"Ly6Cpos-Mo-WT_R3"
"ENSMUSG00000055067"	287	334.001	342	158	193.999	188	184	220	260.001	194	190	168	223	247	249	201	177	118
"ENSMUSG00000055069"	28	9	21	126	81	59	138	135	87	96	128	81	72	117	87	37	58	88
"ENSMUSG00000055078"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055088"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055102"	13	7	27	17	5	22	28	8	17	2	6	11	9	0	7	7	0	1
"ENSMUSG00000055108"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055116"	464	510	501	358	371.001	579.999	282	357	389	547	654	553	517.001	802	658.001	322	290	266
"ENSMUSG00000055128"	264.999	348.999	401	177	198.001	302.999	190	233	202.999	225	209.999	275	264	254	246	271.999	263	323.001
"ENSMUSG00000055137"	8	5	12	3	3	10	4	3	4	14	10	9	12	7	8	1	14	8
"ENSMUSG00000055148"	820	1071	1128	3952	4204	6089	5457	5869	5184	4145	5334	3777	4278	4720	4596	5358	4624	3100
"ENSMUSG00000055150"	7	28	2	19	11	19	11	17	7	7	16	10	5	11	14	12	0	0
"ENSMUSG00000055170"	10	7	3	0	1	1	3	2	0	0	1	0	0	11	0	9	0	0
"ENSMUSG00000055172"	1053.313	1116.184	1103.486	252	228.371	713.066	123	115	199	349.089	394.307	436.424	340.634	304	480	171	115	197
"ENSMUSG00000055177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055184"	32	59	21	33	18	31	16	10	9	44	26	17	20	12	20	12	8	1
"ENSMUSG00000055193"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055194"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055200"	203	191	197	35	103	101	74	73	53	60	80	66	75	62	52	283	250	286
"ENSMUSG00000055202"	7	0	1	19	13	16	12	12	3	9	23	5	7	22	1	0	7	0
"ENSMUSG00000055204"	2384.999	2544	2316	2245	2195.998	1780.999	2114	2526	2574	2097	2613.999	1755.001	2618	2739	2924	2457	2078.001	1926.002
"ENSMUSG00000055210"	2	0	2	13	7	13	8	9	8	4	8	5	7	0	15	4	0	4
"ENSMUSG00000055214"	0	0	0	2	10	0	6	3	9	7	18	1	9	27	28	0	0	0
"ENSMUSG00000055228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055235"	2	0	0	0	3	21	0	1	0	0	2	17	0	0	0	0	0	0
"ENSMUSG00000055239"	1222.001	1276	1492.999	755	792	1209.999	894	902	1047	1101	1031.999	972	1042.999	873	1194	1305	1010	1172
"ENSMUSG00000055240"	100	89	136	161	145.999	128	149	179	112	112.001	112	91	87.001	148	123	144	124	111.999
"ENSMUSG00000055254"	5	17	25	23	2	110	4	7	77	10	6	29	9	24	19	28	6	14
"ENSMUSG00000055296"	3099.999	3937.999	3089	1256	1516.999	1031	1403.999	1785.999	1473	972	1297	856	1156	1303	1491.001	980	632.999	537
"ENSMUSG00000055298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055301"	6	9	1	46	9	194	4	0	1	16	4	15	3	9	2	2	0	0
"ENSMUSG00000055302"	3390	3874	3457	2733	2163	3234	2452	2236	2173	3234	3719	3146	2815	2935	3182	2879	2683	2913
"ENSMUSG00000055305"	30	17	35	20	8	27	8	22	37	12	26	8	21	11	16	9	2.047	1
"ENSMUSG00000055312"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055313"	6	13	11	14	11	10	10	11	10	1	3	10	9	0	20	5	0	0
"ENSMUSG00000055319"	1142	1347	1250	523	578	601	479	589	509	614	723	477	558	575	537	797	767	622
"ENSMUSG00000055320"	22	39	69	60	39	256	11	42	132	55	50	49	47	10	82	17	18	4
"ENSMUSG00000055322"	12591	15068	16016	3471	3668	6677.001	4269.001	4689.999	5598	4137.001	5239	4203	5698.001	4489	5924.001	679.999	428	525.001
"ENSMUSG00000055333"	0	7	0	5	0	42	0	3	1	0	2	7	4	0	0	1	2	3
"ENSMUSG00000055334"	130	117	157	140	171	139	132	132	116	200	241	174	197	230	246	69	64	74
"ENSMUSG00000055341"	1	5	0	1	0	0	8	1	5	3	0	1	0	0	1	5	8	0
"ENSMUSG00000055357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055368"	36	61	75	39	30	255	4	15	146	51	14	59	55	10	50	47	36	15
"ENSMUSG00000055371"	854	976	831	626	573	746	675	732	641	778	850	643	743	822	824.999	788	816	759
"ENSMUSG00000055373"	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055385"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055401"	909.999	933	924.001	319	335.999	556	321	366.001	300	403	419	419	345	445.001	396	507	355	513.999
"ENSMUSG00000055407"	97.001	152	165	28	7.001	72	8	5	32	7	15	24	13	0	17.001	22	9	7
"ENSMUSG00000055409"	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMUSG00000055415"	0	6	0	5	0	26	1	0	0	0	0	2	0	6	0	0	0	0
"ENSMUSG00000055421"	2	8	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
"ENSMUSG00000055430"	0	0	0	2	2	17	2	0	0	3	2	0	0	0	1	2	0	2
"ENSMUSG00000055435"	26	37	28	2423	2657	2031	2281	2561	1771	5041	6224	3730	4061	6172	4416	1600	1318	1358
"ENSMUSG00000055436"	1670	1831	1856.999	3234	3305.998	3307	3213.001	3390.001	2743.001	2283.999	2642.001	1986.999	2161.999	2382.998	2410	2959	2642.003	1904.001
"ENSMUSG00000055447"	12675.998	15427	13575	3152.001	2627	3550	2725.999	2777	2675.001	3027	3442	3103.001	2845	3145.999	3325.999	7639.999	6465	6878.999
"ENSMUSG00000055471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055480"	21	17	18	24	20	20	10	25	16	19	17	1	15	34	14	36	21	3
"ENSMUSG00000055485"	1571	1984	1840	3008	4131	2987	3627	5198	4753	2652	3844	2260	3412	3339	3601	658	560	490
"ENSMUSG00000055489"	5	3	0	3	0	17	1	0	3	0	0	0	0	0	0	0	2	5
"ENSMUSG00000055491"	1062	896	1289	1480	1499.001	1969	1692	1479	2191	1265	1499	1333.999	2003	1219	2076	851	616.001	733
"ENSMUSG00000055493"	378	376	347	72	40	90	88	88	102	62	119	59	130	115	108	23	42	43
"ENSMUSG00000055515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055523"	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055531"	1158.999	1355	1345.001	1189.001	1047.001	1081	1158	1218	1163.999	953.001	1048	903.999	1092.001	1152	1278	965	869.999	831
"ENSMUSG00000055538"	589	592	460	1102	1409	1471	1373	1556	1519	1910	2153	1609	1789	2013	2049	2156	2102	1809
"ENSMUSG00000055540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055541"	1900	2346.001	1766	3921.999	3856	3251	4830	4919	4150.999	4270.999	4891	3584	4060	5110	5174.001	1882	1760.001	1732
"ENSMUSG00000055546"	43	16	10	78	56	136	79	42	61	412	465	349	385	673	516	1	0	0
"ENSMUSG00000055547"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055553"	847.539	747.866	851.035	606.394	592.283	872	647.405	604.081	647.465	705.161	753.616	739.999	666.001	558.355	677.493	1013.3	900.39	1268.608
"ENSMUSG00000055555"	37	48	39	1	2	0	0	0	0	0	1	3	0	0	4	3	0	4
"ENSMUSG00000055560"	8	18	21	7	3	9	2	0	7	0	12	3	15	25	12	9	1	2
"ENSMUSG00000055561"	1	0	0	13	0	20	4	7	9	0	4	0	4	0	0	0	0	0
"ENSMUSG00000055567"	1	0	6	0	0	6	0	3	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000055571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055594"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055602"	2	0	1	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0
"ENSMUSG00000055609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055612"	126	189	54	87	88	84	53	96	23	71	74	55	51	83	41	30	25	16
"ENSMUSG00000055629"	0	0	3	10	0	7	1	0	0	0	0	3	0	0	0	15	17	9
"ENSMUSG00000055632"	9	0	0	32	21	97	1	6	7	6	1	2	2	0	2	5	11	17
"ENSMUSG00000055633"	13	5	7	61	51	89	38	62	65	43	61	42	46	39	69	15	5	1
"ENSMUSG00000055639"	18	8	29	149	138	214	54	44	104	123.999	141.001	104	56	40	55	18	24	18
"ENSMUSG00000055643"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055652"	1403.001	1384	1639	145	120	237	197	134	158	112	149.999	176	140	173	146.999	248.001	144.999	261
"ENSMUSG00000055653"	23	15	40	159	36	661	47	49	120	131	14	275	52	45	57	11	12	42
"ENSMUSG00000055660"	258	247	203	117	148	163.001	139	124	105.001	119	196	128	100.999	130	141	173	139	147
"ENSMUSG00000055670"	2153	2279	2160	2155.999	2685.999	2094	2345	2800.999	2698	1704.001	2738	1705	2177.999	1989	2347	3064	2729.001	2504
"ENSMUSG00000055675"	108	46	97	550	699	694	406	651	493	673	901	554	470	686	539	729	696	556
"ENSMUSG00000055679"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055681"	1980.001	1979	2465	1134	1223.001	1699	1245.999	1140	1124	1187.999	1476	1645.002	1333	1058	1345.999	2460	2044.001	3197.999
"ENSMUSG00000055691"	0	0	6	0	0	4	0	0	3	8	0	6	3	0	2	6	0	0
"ENSMUSG00000055692"	29	64.999	72.001	271.001	237.999	275.001	247.999	260	223.999	158	211	177	188	90.001	178.999	41.001	36	27.001
"ENSMUSG00000055707"	147	167	194	135.001	144	284	194	223.999	157	190.001	197	125	173	152	194	122	89	109
"ENSMUSG00000055717"	8	9	21	19	14	12	10	15	19	5	6	2	9	23	8	35	13	13
"ENSMUSG00000055720"	822	843.001	945.999	546	646	870.998	570.001	562	540.999	616	696.001	650	641.001	445.001	620.999	935.001	813.999	1002
"ENSMUSG00000055723"	1122	1218	1074	274	248	384	230	186	276	299	308	243	216	278	252	159	140	180
"ENSMUSG00000055725"	24	42	41	19	25	18	21	35.999	28	29	36.001	14	37	22	27	154.001	168	147
"ENSMUSG00000055730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055733"	1	3	2	1	1	1	0	2	0	0	0	1	0	0	0	0	5	0
"ENSMUSG00000055737"	21	58	74	67	29	287	41	66	126	26	13	103	46	7	70	19	32	21
"ENSMUSG00000055745"	180	207	167	21	43	61	35	52	43	12	55	34	49	67	52	27	44	45
"ENSMUSG00000055746"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055748"	10	1	2	2	1	10	4	4	1	0	0	0	0	5	7	6	2	4
"ENSMUSG00000055760"	46	42	42	29	25	32	38	43	29	42	47	35	47	51	36	12	7	6
"ENSMUSG00000055761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055762"	2307.507	2404	2548	1730	1503.002	2372.001	2117.999	1645	1799	1864.37	2021	1860.001	1820	1623.999	2084	1850	1491	1990.999
"ENSMUSG00000055775"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055780"	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055782"	3622	4550	3707	258	309	285	344	366	282	419	491	250	465	584	585	1132	1125	684
"ENSMUSG00000055789"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055799"	9	21	27	50	8	209	18	16	47	21	7	19	20	1	18	11	3	13
"ENSMUSG00000055805"	11177.999	12342.001	12755	8870	9494	10644	9516	10769	9834	8263.001	10531	8405.001	9073.001	9230.001	9859.999	22023	18159	16926
"ENSMUSG00000055809"	17	41	47	774	861	1161	546	745	692	924	1066	782	1087	780	1186	156	230	166
"ENSMUSG00000055811"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055817"	1327.999	1381.999	1349	968	965	1008.001	1025	1148.001	1270	855	1008.998	771.001	957.001	713.999	988	1522.001	1384	1122.001
"ENSMUSG00000055820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055826"	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0
"ENSMUSG00000055827"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"ENSMUSG00000055835"	81	103	61	113	111	171	122	101	105	123	95	109.001	85	65	62	79	30	56
"ENSMUSG00000055838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055839"	1532	1696.999	1912	890.001	968.999	1569	1060	899	1055	1178	1334	1327	1092	936	1047.001	1462	1066.999	1930
"ENSMUSG00000055850"	1440.001	1533	1762.001	443.999	518	707	500	473	483.999	446	570.999	466	461	479.999	517	832	638.001	627
"ENSMUSG00000055862"	18	43	45	80	83	90.999	42	100	89	54	57.001	42.999	69	72	70	69	70	30.999
"ENSMUSG00000055865"	50	54	44	19	31	13	26	16	17	9	9	4	9	23	19	1	0	0
"ENSMUSG00000055866"	1007	599	1050	458	412	496	771	702	708	306	488	433	603	540	748	144	83	103
"ENSMUSG00000055874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055882"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000055884"	177	158.001	100	153.999	156	114	116	175	120	153	165	118.001	154	149	146	60	77	62
"ENSMUSG00000055891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055895"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMUSG00000055900"	104	123	145.001	38	60	67	32	75	55	80	77	58	46	173	73	58	85	41
"ENSMUSG00000055912"	157	139	191	63	80	210	65	57	71	78	84	98	76	66	93	7	3	9
"ENSMUSG00000055917"	665	619	730	450	367	567	523	546	457	501	483	448	369	505	481	584	608	542
"ENSMUSG00000055923"	99	138	97	203.999	197.001	165.001	124	186	159	149.999	186	125.998	97	135	166	86	79.999	64
"ENSMUSG00000055926"	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	5	2	0
"ENSMUSG00000055932"	1557	1645.001	1795	674	786	993	827	839	755	874	976	822	925	739	931	870	764	818
"ENSMUSG00000055933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055937"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000055942"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055943"	2119	2185	2404	766	688	1060	827	755	879	901	932	980	951	949	1064	1517	1096	1469
"ENSMUSG00000055945"	14	9	18	8	10	24	7	23	6	15	13	6	1	8	19	7	2	0
"ENSMUSG00000055960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055963"	0	0	0	11	6	25	1	7	6	6	5	12	12	21	30	8	0	1
"ENSMUSG00000055971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055976"	18	15	25	0	5	21	3	7	1	4	0	1	2	10	0	0	2	0
"ENSMUSG00000055978"	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	1	0
"ENSMUSG00000055980"	4	13	29	29	26	108	23	31	70	35	34	32	39	24	51	5	1	13
"ENSMUSG00000055991"	133	136	115	85	99	150	76	74	82	82	83	91	91	105	98	67	53	120
"ENSMUSG00000055994"	296	232	430	529	638	765	733	486	649	395	374	497	595	297	624	4357	2785	3954
"ENSMUSG00000056004"	2	1	4	11	0	13	5	0	6	4	12	6	5	0	4	7	5	0
"ENSMUSG00000056008"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056014"	29	60	61	56	46	40	33	42	27	22	35	27	55	67	39	6	4	4
"ENSMUSG00000056018"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056019"	142	156	68.001	71	86	46	77	82	66	78	75	61	61	159	87	98	72	82.999
"ENSMUSG00000056025"	0	0	3	15	0	28	1	5	0	0	0	16	0	0	2	0	4	0
"ENSMUSG00000056035"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056043"	0	0	0	0	2	0	2	2	0	0	0	0	3	0	0	0	0	0
"ENSMUSG00000056050"	2272	2402.999	2244	1844	1980	1818.001	2066.999	1957	1843	1844	2170	1775	1779	1911	1993	2712	2459	2135
"ENSMUSG00000056054"	118	91	114	40	29	126	21	4	14	1	18	15	15	11	12	135	111	44
"ENSMUSG00000056055"	2	10	4	20	20	27	46	29	18	10	31	18	25.03	1	20	4	16.011	3
"ENSMUSG00000056069"	3455.999	4048.999	3488.001	3145.001	3308.001	3241.002	3681	3992	3696	3101.001	3593.001	2820.999	2946	3505	3261.999	3625.001	3874	3089
"ENSMUSG00000056071"	93	33	43	129	42	313	49	13	47	25	34	51	24	0	50	230	215	97
"ENSMUSG00000056073"	0	0	3	0	0	4	4	0	0	1	0	0	0	0	0	0	0	0
"ENSMUSG00000056076"	4296	4279	4651	2176	2271	3086	2307	2261	2342	2320	2790	2657	2513	2498	2770	2882	2320	2547
"ENSMUSG00000056078"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"ENSMUSG00000056091"	51	4	21	236	245	419	127	153	131	241	289	288	116	215	145	355	393	303
"ENSMUSG00000056115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056116"	927	1075.001	1197	846.009	799	1098.948	781.125	805.999	919.999	862	828.032	980	987.999	806	939.999	2715	2148	2502
"ENSMUSG00000056121"	241	288	296	494	567	740	518	534	560.001	926	1011	872	778	731	759	401	286	275
"ENSMUSG00000056124"	42	28	23	2291	2476	1746	2267	2680	1948	3377	4247	2701	2807	4010	3682	619	531	551
"ENSMUSG00000056130"	1248	1567.747	1213.129	1359.489	1388.317	1259.252	1815.91	1333.92	1430.4	1742.02	1852.278	1456.505	1901.548	1541.562	2113.854	3135.775	2010	2797.461
"ENSMUSG00000056131"	244	281	326	135	161	185	161	192	174	197	207.001	116	148	204	172	277	192	222.999
"ENSMUSG00000056133"	0	0	0	14.982	32.684	40.418	47.456	30.673	69.177	2	4.696	10.212	8	0	14.522	0	0	0
"ENSMUSG00000056144"	465.858	477.762	406.707	285.785	294.318	298.393	281.744	246.507	239.994	249.329	289.118	228.789	238.563	374	242	751.458	556.521	469.534
"ENSMUSG00000056148"	0	2	0	0	4	5	4	2	1	16	4	2	0	0	12	4	0	0
"ENSMUSG00000056153"	210	237	221	444	556	411	502.001	571	526	436.001	523	429	504.001	652	529.001	1087	704	996
"ENSMUSG00000056155"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
"ENSMUSG00000056158"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056162"	0	0	0	0	4	0	0	0	0	0	1	0	4	0	0	10	0	0
"ENSMUSG00000056167"	691	680	780	642	756.999	991	893.999	801	719	787.999	849	726	728.001	895.001	836.999	758.999	633.001	637.999
"ENSMUSG00000056174"	2	0	12	36	8	56	4	7	11	0	7	16	11	0	12	2	3	0
"ENSMUSG00000056184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056185"	55	77	67	52.001	77	76	43	72	57	81.999	101.001	64	43	84	90	18	18	32
"ENSMUSG00000056197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056201"	22043.001	22976	23733.001	16569	16069	21454.999	20062	17374	19875	19301.001	21453	19662	19223	19768	21595.001	23354	19223	26188
"ENSMUSG00000056203"	0	0	4	12	14	6	17	13	27	1	13	9	11	4	14	1	0	0
"ENSMUSG00000056204"	584	737	970	124	206	312	280.001	242.001	252	186	256.999	194	279.001	270	286	102.001	72	45
"ENSMUSG00000056209"	372	365	324	337	412	425	323	358	314	345	402	401	321	309	382	513	426	708
"ENSMUSG00000056211"	776.998	910	981	843	950	1000	776	949	879.999	748.001	854.999	752.998	889.001	861.999	859.001	872.999	664.001	675
"ENSMUSG00000056214"	11	22	59	33	18	93	38	29	60	9	14	44	46	36	55	10	34	21
"ENSMUSG00000056215"	2	4	4	15	7	17	0	12	5	9	3	8	8	0	5	0	0	0
"ENSMUSG00000056216"	1602	2359.999	1845	1669	1593	1531	2566	2120.999	2133.001	1414	1716	1255	1433	1879	1843	1502	1231	1007
"ENSMUSG00000056220"	1457	1648	1186	726	757	640	714	913	699	901	950	657	647	893	714	617	491	599
"ENSMUSG00000056222"	0	8	0	0	0	0	0	1	0	0	0	0	3	0	9	8	0	0
"ENSMUSG00000056223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056228"	308	296.001	318.999	357	411	603.999	337.999	443.999	382	293	463.001	336	271	278	364	366	298.999	231
"ENSMUSG00000056234"	24489.999	27227	26806	1492	1801	2087.999	1841	1902	1521	2990.002	3313.999	2904	3050	3847	3567.001	2449	1777	2144
"ENSMUSG00000056258"	0	0	0	46	41	22	40	31	43	11	21	3	12	4	28	74	100	54
"ENSMUSG00000056260"	239	329	190.001	453	316	388	571.001	408	412.001	376	315	342.999	258	323.001	377	286.998	259.001	155.001
"ENSMUSG00000056267"	128.999	242.999	132	144.001	161	183	197	174.001	143	145	131	140	101.001	141.999	130.001	95	135	76
"ENSMUSG00000056268"	777	1108	936.999	1224	1264	769	1357.001	1354	1359.999	1059.999	1279.999	994	1169	1125	1275.001	1128	1016	987
"ENSMUSG00000056270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056271"	3	3	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056290"	73	75.915	54.001	68.215	50.524	53.622	82.999	67	65.386	52.999	47.999	34.005	26	37.947	50	501.047	353.054	339.007
"ENSMUSG00000056293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056296"	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056300"	1	0	0	4	1	0	8	0	0	0	3	0	0	0	3	0	0	0
"ENSMUSG00000056305"	609	704	652	280	307	433	220	325	236	284	425	273	294	232	348	534	470	474
"ENSMUSG00000056306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056310"	438	516	598.001	315	430	444.001	354	394	375	447	508	476	450	456.001	491	332	301	262.001
"ENSMUSG00000056313"	993	622	1271	441	475	585	2699	2073	3177	1152	1298	882	4675	3357	5821	41	14	62
"ENSMUSG00000056328"	0	0	0	0	0	8	0	1	3	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056342"	1831.001	2444.999	1757.999	2182	2237	2131.999	2360.999	2458	2222	1916.001	2344	1634	2007.999	2388	2556.999	2360	2021	1721.001
"ENSMUSG00000056350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056367"	1	0	2	0	17	10	25	16	45	13	18	13	24	0	30	0	3	9
"ENSMUSG00000056370"	386	339	1380.999	1410	274	7130	310	473	2269	613	317	1448	844	233	895	49	55	371
"ENSMUSG00000056379"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056380"	0	0	0	0	0	0	5	2	13	0	0	0	1	0	0	0	0	0
"ENSMUSG00000056383"	200.688	194.856	126.127	96.861	136.565	135.425	101	121.116	115.183	108.733	122.766	87.315	65.634	114	92.359	100.386	77.589	33
"ENSMUSG00000056394"	587	604	398	567	574.999	747	501	577	494	652.001	713	617	518	756	665.001	123	94	106
"ENSMUSG00000056399"	0	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056413"	1118	1363.999	1268.999	1006.001	1208	1319	1084.001	1339	1434	948	1448	960.999	1056	943	1128.999	3618	3311	3191
"ENSMUSG00000056423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056426"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056427"	44	50	71	179	40	688	59	80	193	46	26	134	72	37	62	10	15	34
"ENSMUSG00000056429"	5579	6092	6131	4408	3893	4943	5190	4772	5777	5502	5874	5402	6817	6130	8334	4549	3533	4261
"ENSMUSG00000056436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056457"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056458"	3	0	13	25	8.999	73	26	43	8	12	19	19	6	8	9	4	19	9
"ENSMUSG00000056459"	203	166	185.001	115	132	125	210	145	146	105	147	90	162	83	171.001	133	139	136
"ENSMUSG00000056476"	87	79	64	81	78	75	93	91	113	76	88	39	69	127	94	56	26	16
"ENSMUSG00000056481"	1	0	0	7	2	21	0	4	3	5	2	4	4	0	6	0	1	6
"ENSMUSG00000056486"	4	0	7	21	9	42	10	8	14.001	14	5	14	5	8	3	1	2	2
"ENSMUSG00000056487"	0	4.554	8.084	0	0	6.017	0	0	5.066	0	5.058	13.135	1.011	0	2	0	1.005	0
"ENSMUSG00000056492"	468	635.001	1695	1020.999	309	4453.001	312	534.999	2517	697	172.001	1409.001	922	343	1239.999	513	617	879
"ENSMUSG00000056493"	2083	3140	2312	1232	1567	1310	1694	1985	1690	1192	1770	1015	1739	2021	1735	2840	3000	1989
